link1	link2	value
50.0	31.0	0.47
50.0	32.0	0.42
50.0	33.0	0.52
50.0	34.0	0.41
50.0	35.0	0.39
50.0	36.0	0.51
50.0	37.0	0.38
50.0	38.0	0.45
50.0	39.0	0.44
50.0	40.0	0.38
50.0	41.0	0.42
50.0	42.0	0.43
50.0	43.0	0.42
50.0	44.0	0.5
50.0	45.0	0.53
50.0	46.0	0.49
50.0	47.0	0.46
50.0	48.0	0.56
50.0	49.0	0.47
50	50	0
50.0	51.0	0.49
50.0	52.0	0.5
50.0	53.0	0.18
50.0	54.0	0.2
50.0	55.0	0.17
50.0	56.0	0.13
50.0	57.0	0.21
50.0	58.0	0.25
50.0	59.0	0.2
50.0	60.0	0.16
50.0	61.0	0.1
50.0	62.0	0.14
50.0	63.0	0.28
50.0	64.0	0.14
50.0	65.0	0.18
50.0	66.0	0.45
50.0	67.0	0.31
50.0	68.0	0.45
50.0	69.0	0.27
50.0	70.0	0.41
50.0	71.0	0.45
50.0	72.0	0.4
50.0	73.0	0.44
50.0	74.0	0.35
50.0	75.0	0.42
50.0	76.0	0.42
50.0	77.0	0.46
50.0	78.0	0.44
50.0	79.0	0.4
50.0	80.0	0.2
50.0	81.0	0.3
50.0	82.0	0.46
50.0	83.0	0.44
50.0	84.0	0.4
50.0	85.0	0.32
50.0	86.0	0.05
50.0	87.0	0.45
50.0	88.0	0.42
50.0	89.0	0.42
50.0	90.0	0.42
50.0	91.0	0.46
50.0	92.0	0.39
50.0	93.0	0.41
50.0	94.0	0.02
50.0	95.0	0.18
51.0	1.0	0.2
51.0	2.0	0.2
51.0	3.0	0.17
51.0	4.0	0.16
51.0	5.0	0.19
51.0	6.0	0.12
51.0	7.0	0.13
51.0	8.0	0.15
51.0	9.0	0.17
51.0	10.0	0.11
51.0	11.0	0.14
51.0	12.0	0.15
51.0	13.0	0.15
51.0	14.0	0.17
51.0	15.0	0.11
51.0	16.0	0.1
51.0	17.0	0.07
51.0	18.0	0.08
51.0	19.0	0.12
51.0	20.0	0.06
51.0	21.0	0.22
51.0	22.0	0.48
51.0	23.0	0.54
51.0	24.0	0.55
51.0	25.0	0.49
51.0	26.0	0.48
51.0	27.0	0.28
51.0	28.0	0.5
51.0	29.0	0.58
51.0	30.0	0.34
51.0	31.0	0.56
51.0	32.0	0.51
51.0	33.0	0.55
51.0	34.0	0.41
51.0	35.0	0.47
51.0	36.0	0.58
51.0	37.0	0.38
51.0	38.0	0.45
51.0	39.0	0.47
51.0	40.0	0.45
51.0	41.0	0.46
51.0	42.0	0.52
51.0	43.0	0.45
51.0	44.0	0.54
51.0	45.0	0.56
51.0	46.0	0.55
51.0	47.0	0.55
51.0	48.0	0.56
51.0	49.0	0.49
51.0	50.0	0.49
51	51	0
51.0	52.0	0.55
51.0	53.0	0.18
51.0	54.0	0.19
51.0	55.0	0.14
51.0	56.0	0.17
51.0	57.0	0.19
51.0	58.0	0.24
51.0	59.0	0.17
51.0	60.0	0.15
51.0	61.0	0.09
51.0	62.0	0.11
51.0	63.0	0.22
51.0	64.0	0.15
51.0	65.0	0.15
51.0	66.0	0.49
51.0	67.0	0.25
51.0	68.0	0.48
51.0	69.0	0.23
51.0	70.0	0.5
51.0	71.0	0.5
51.0	72.0	0.45
51.0	73.0	0.47
51.0	74.0	0.43
51.0	75.0	0.48
51.0	76.0	0.5
51.0	77.0	0.49
51.0	78.0	0.52
51.0	79.0	0.37
51.0	80.0	0.22
51.0	81.0	0.32
51.0	82.0	0.45
51.0	83.0	0.5
51.0	84.0	0.45
51.0	85.0	0.36
51.0	86.0	0.07
51.0	87.0	0.53
51.0	88.0	0.47
51.0	89.0	0.46
51.0	90.0	0.43
51.0	91.0	0.51
51.0	92.0	0.43
51.0	93.0	0.46
51.0	94.0	0.01
51.0	95.0	0.16
52.0	1.0	0.21
52.0	2.0	0.2
52.0	3.0	0.17
52.0	4.0	0.17
52.0	5.0	0.19
52.0	6.0	0.13
52.0	7.0	0.15
52.0	8.0	0.16
52.0	9.0	0.17
52.0	10.0	0.11
52.0	11.0	0.12
52.0	12.0	0.14
52.0	13.0	0.15
52.0	14.0	0.18
52.0	15.0	0.11
52.0	16.0	0.07
52.0	17.0	0.05
52.0	18.0	0.06
52.0	19.0	0.09
52.0	20.0	0.05
52.0	21.0	0.19
52.0	22.0	0.52
52.0	23.0	0.55
52.0	24.0	0.56
52.0	25.0	0.51
52.0	26.0	0.49
52.0	27.0	0.31
52.0	28.0	0.55
52.0	29.0	0.56
52.0	30.0	0.39
52.0	31.0	0.53
52.0	32.0	0.47
52.0	33.0	0.56
52.0	34.0	0.43
52.0	35.0	0.41
52.0	36.0	0.56
52.0	37.0	0.4
52.0	38.0	0.49
52.0	39.0	0.47
52.0	40.0	0.4
52.0	41.0	0.48
52.0	42.0	0.52
52.0	43.0	0.47
52.0	44.0	0.58
52.0	45.0	0.55
52.0	46.0	0.6
52.0	47.0	0.54
52.0	48.0	0.57
52.0	49.0	0.49
52.0	50.0	0.5
52.0	51.0	0.55
52	52	0
52.0	53.0	0.17
52.0	54.0	0.18
52.0	55.0	0.14
52.0	56.0	0.14
52.0	57.0	0.19
52.0	58.0	0.24
52.0	59.0	0.16
52.0	60.0	0.15
52.0	61.0	0.08
52.0	62.0	0.11
52.0	63.0	0.22
52.0	64.0	0.14
52.0	65.0	0.15
52.0	66.0	0.49
52.0	67.0	0.25
52.0	68.0	0.48
52.0	69.0	0.23
52.0	70.0	0.47
52.0	71.0	0.49
52.0	72.0	0.45
52.0	73.0	0.47
52.0	74.0	0.4
52.0	75.0	0.46
52.0	76.0	0.49
52.0	77.0	0.48
52.0	78.0	0.49
52.0	79.0	0.37
52.0	80.0	0.21
52.0	81.0	0.32
52.0	82.0	0.46
52.0	83.0	0.48
52.0	84.0	0.44
52.0	85.0	0.35
52.0	86.0	0.05
52.0	87.0	0.5
52.0	88.0	0.46
52.0	89.0	0.45
52.0	90.0	0.42
52.0	91.0	0.49
52.0	92.0	0.41
52.0	93.0	0.46
52.0	94.0	0.02
52.0	95.0	0.17
53.0	1.0	0.19
53.0	2.0	0.15
53.0	3.0	0.14
53.0	4.0	0.12
53.0	5.0	0.16
53.0	6.0	0.11
53.0	7.0	0.1
53.0	8.0	0.11
53.0	9.0	0.15
53.0	10.0	0.11
53.0	11.0	0.1
53.0	12.0	0.13
53.0	13.0	0.13
53.0	14.0	0.21
53.0	15.0	0.12
53.0	16.0	0.11
53.0	17.0	0.11
53.0	18.0	0.11
53.0	19.0	0.15
53.0	20.0	0.09
53.0	21.0	0.22
53.0	22.0	0.18
53.0	23.0	0.21
53.0	24.0	0.18
53.0	25.0	0.19
53.0	26.0	0.18
53.0	27.0	0.13
53.0	28.0	0.2
53.0	29.0	0.15
53.0	30.0	0.18
53.0	31.0	0.18
53.0	32.0	0.21
53.0	33.0	0.18
53.0	34.0	0.15
53.0	35.0	0.2
53.0	36.0	0.18
53.0	37.0	0.19
53.0	38.0	0.14
53.0	39.0	0.17
53.0	40.0	0.18
53.0	41.0	0.17
53.0	42.0	0.16
53.0	43.0	0.16
53.0	44.0	0.18
53.0	45.0	0.17
53.0	46.0	0.18
53.0	47.0	0.14
53.0	48.0	0.19
53.0	49.0	0.18
53.0	50.0	0.18
53.0	51.0	0.18
53.0	52.0	0.17
53	53	0
53.0	54.0	0.38
53.0	55.0	0.2
53.0	56.0	0.44
53.0	57.0	0.2
53.0	58.0	0.21
53.0	59.0	0.17
53.0	60.0	0.14
53.0	61.0	0.09
53.0	62.0	0.12
53.0	63.0	0.24
53.0	64.0	0.13
53.0	65.0	0.15
53.0	66.0	0.17
53.0	67.0	0.24
53.0	68.0	0.18
53.0	69.0	0.24
53.0	70.0	0.16
53.0	71.0	0.18
53.0	72.0	0.15
53.0	73.0	0.17
53.0	74.0	0.12
53.0	75.0	0.18
53.0	76.0	0.14
53.0	77.0	0.21
53.0	78.0	0.16
53.0	79.0	0.17
53.0	80.0	0.12
53.0	81.0	0.13
53.0	82.0	0.22
53.0	83.0	0.2
53.0	84.0	0.17
53.0	85.0	0.17
53.0	86.0	0.11
53.0	87.0	0.16
53.0	88.0	0.19
53.0	89.0	0.16
53.0	90.0	0.22
53.0	91.0	0.18
53.0	92.0	0.18
53.0	93.0	0.16
53.0	94.0	0.01
53.0	95.0	0.14
54.0	1.0	0.21
54.0	2.0	0.17
54.0	3.0	0.17
54.0	4.0	0.14
54.0	5.0	0.2
54.0	6.0	0.14
54.0	7.0	0.14
54.0	8.0	0.14
54.0	9.0	0.19
54.0	10.0	0.12
54.0	11.0	0.13
54.0	12.0	0.14
54.0	13.0	0.16
54.0	14.0	0.23
54.0	15.0	0.14
54.0	16.0	0.06
54.0	17.0	0.05
54.0	18.0	0.06
54.0	19.0	0.07
54.0	20.0	0.05
54.0	21.0	0.24
54.0	22.0	0.2
54.0	23.0	0.23
54.0	24.0	0.2
54.0	25.0	0.21
54.0	26.0	0.18
54.0	27.0	0.16
54.0	28.0	0.22
54.0	29.0	0.16
54.0	30.0	0.22
54.0	31.0	0.19
54.0	32.0	0.2
54.0	33.0	0.21
54.0	34.0	0.16
54.0	35.0	0.2
54.0	36.0	0.2
54.0	37.0	0.22
54.0	38.0	0.16
54.0	39.0	0.19
54.0	40.0	0.18
54.0	41.0	0.19
54.0	42.0	0.14
54.0	43.0	0.16
54.0	44.0	0.19
54.0	45.0	0.18
54.0	46.0	0.18
54.0	47.0	0.16
54.0	48.0	0.21
54.0	49.0	0.2
54.0	50.0	0.2
54.0	51.0	0.19
54.0	52.0	0.18
54.0	53.0	0.38
54	54	0
54.0	55.0	0.25
54.0	56.0	0.28
54.0	57.0	0.24
54.0	58.0	0.26
54.0	59.0	0.22
54.0	60.0	0.17
54.0	61.0	0.1
54.0	62.0	0.13
54.0	63.0	0.28
54.0	64.0	0.15
54.0	65.0	0.18
54.0	66.0	0.18
54.0	67.0	0.3
54.0	68.0	0.2
54.0	69.0	0.27
54.0	70.0	0.15
54.0	71.0	0.19
54.0	72.0	0.15
54.0	73.0	0.18
54.0	74.0	0.12
54.0	75.0	0.19
54.0	76.0	0.13
54.0	77.0	0.23
54.0	78.0	0.17
54.0	79.0	0.18
54.0	80.0	0.1
54.0	81.0	0.14
54.0	82.0	0.24
54.0	83.0	0.21
54.0	84.0	0.18
54.0	85.0	0.18
54.0	86.0	0.05
54.0	87.0	0.17
54.0	88.0	0.19
54.0	89.0	0.16
54.0	90.0	0.24
54.0	91.0	0.19
54.0	92.0	0.19
54.0	93.0	0.18
54.0	94.0	0.02
54.0	95.0	0.15
55.0	1.0	0.19
55.0	2.0	0.15
55.0	3.0	0.14
55.0	4.0	0.11
55.0	5.0	0.16
55.0	6.0	0.12
55.0	7.0	0.11
55.0	8.0	0.11
55.0	9.0	0.15
55.0	10.0	0.1
55.0	11.0	0.1
55.0	12.0	0.11
55.0	13.0	0.15
55.0	14.0	0.33
55.0	15.0	0.18
55.0	16.0	0.05
55.0	17.0	0.05
55.0	18.0	0.05
55.0	19.0	0.08
55.0	20.0	0.04
55.0	21.0	0.26
55.0	22.0	0.14
55.0	23.0	0.2
55.0	24.0	0.16
55.0	25.0	0.18
55.0	26.0	0.14
55.0	27.0	0.14
55.0	28.0	0.17
55.0	29.0	0.12
55.0	30.0	0.2
55.0	31.0	0.15
55.0	32.0	0.16
55.0	33.0	0.15
55.0	34.0	0.13
55.0	35.0	0.16
55.0	36.0	0.16
55.0	37.0	0.19
55.0	38.0	0.13
55.0	39.0	0.17
55.0	40.0	0.14
55.0	41.0	0.14
55.0	42.0	0.1
55.0	43.0	0.11
55.0	44.0	0.14
55.0	45.0	0.14
55.0	46.0	0.14
55.0	47.0	0.12
55.0	48.0	0.18
55.0	49.0	0.18
55.0	50.0	0.17
55.0	51.0	0.14
55.0	52.0	0.14
55.0	53.0	0.2
55.0	54.0	0.25
55	55	0
55.0	56.0	0.13
55.0	57.0	0.23
55.0	58.0	0.27
55.0	59.0	0.22
55.0	60.0	0.18
55.0	61.0	0.12
55.0	62.0	0.11
55.0	63.0	0.35
55.0	64.0	0.13
55.0	65.0	0.22
55.0	66.0	0.14
55.0	67.0	0.3
55.0	68.0	0.16
55.0	69.0	0.31
55.0	70.0	0.12
55.0	71.0	0.17
55.0	72.0	0.11
55.0	73.0	0.16
55.0	74.0	0.08
55.0	75.0	0.15
55.0	76.0	0.09
55.0	77.0	0.18
55.0	78.0	0.15
55.0	79.0	0.17
55.0	80.0	0.08
55.0	81.0	0.11
55.0	82.0	0.19
55.0	83.0	0.19
55.0	84.0	0.14
55.0	85.0	0.15
55.0	86.0	0.06
55.0	87.0	0.14
55.0	88.0	0.16
55.0	89.0	0.14
55.0	90.0	0.23
55.0	91.0	0.15
55.0	92.0	0.17
55.0	93.0	0.12
55.0	94.0	0.01
55.0	95.0	0.13
56.0	1.0	0.12
56.0	2.0	0.13
56.0	3.0	0.11
56.0	4.0	0.1
56.0	5.0	0.11
56.0	6.0	0.07
56.0	7.0	0.08
56.0	8.0	0.08
56.0	9.0	0.09
56.0	10.0	0.08
56.0	11.0	0.08
56.0	12.0	0.12
56.0	13.0	0.08
56.0	14.0	0.09
56.0	15.0	0.07
56.0	16.0	0.29
56.0	17.0	0.23
56.0	18.0	0.22
56.0	19.0	0.34
56.0	20.0	0.22
56.0	21.0	0.15
56.0	22.0	0.13
56.0	23.0	0.14
56.0	24.0	0.12
56.0	25.0	0.13
56.0	26.0	0.13
56.0	27.0	0.09
56.0	28.0	0.14
56.0	29.0	0.12
56.0	30.0	0.11
56.0	31.0	0.14
56.0	32.0	0.22
56.0	33.0	0.14
56.0	34.0	0.11
56.0	35.0	0.19
56.0	36.0	0.13
56.0	37.0	0.12
56.0	38.0	0.12
56.0	39.0	0.13
56.0	40.0	0.19
56.0	41.0	0.13
56.0	42.0	0.16
56.0	43.0	0.12
56.0	44.0	0.15
56.0	45.0	0.13
56.0	46.0	0.16
56.0	47.0	0.12
56.0	48.0	0.13
56.0	49.0	0.12
56.0	50.0	0.13
56.0	51.0	0.17
56.0	52.0	0.14
56.0	53.0	0.44
56.0	54.0	0.28
56.0	55.0	0.13
56	56	0
56.0	57.0	0.12
56.0	58.0	0.11
56.0	59.0	0.09
56.0	60.0	0.07
56.0	61.0	0.05
56.0	62.0	0.07
56.0	63.0	0.18
56.0	64.0	0.08
56.0	65.0	0.11
56.0	66.0	0.15
56.0	67.0	0.15
56.0	68.0	0.15
56.0	69.0	0.1
56.0	70.0	0.19
56.0	71.0	0.15
56.0	72.0	0.15
56.0	73.0	0.14
56.0	74.0	0.14
56.0	75.0	0.14
56.0	76.0	0.13
56.0	77.0	0.19
56.0	78.0	0.14
56.0	79.0	0.14
56.0	80.0	0.13
56.0	81.0	0.1
56.0	82.0	0.16
56.0	83.0	0.17
56.0	84.0	0.14
56.0	85.0	0.15
56.0	86.0	0.25
56.0	87.0	0.15
56.0	88.0	0.17
56.0	89.0	0.13
56.0	90.0	0.14
56.0	91.0	0.15
56.0	92.0	0.14
56.0	93.0	0.14
56.0	94.0	0.01
56.0	95.0	0.09
57.0	1.0	0.26
57.0	2.0	0.22
57.0	3.0	0.2
57.0	4.0	0.18
57.0	5.0	0.24
57.0	6.0	0.17
57.0	7.0	0.16
57.0	8.0	0.16
57.0	9.0	0.21
57.0	10.0	0.15
57.0	11.0	0.17
57.0	12.0	0.18
57.0	13.0	0.2
57.0	14.0	0.29
57.0	15.0	0.22
57.0	16.0	0.04
57.0	17.0	0.04
57.0	18.0	0.03
57.0	19.0	0.06
57.0	20.0	0.03
57.0	21.0	0.3
57.0	22.0	0.21
57.0	23.0	0.24
57.0	24.0	0.2
57.0	25.0	0.23
57.0	26.0	0.18
57.0	27.0	0.18
57.0	28.0	0.22
57.0	29.0	0.15
57.0	30.0	0.25
57.0	31.0	0.2
57.0	32.0	0.2
57.0	33.0	0.21
57.0	34.0	0.17
57.0	35.0	0.2
57.0	36.0	0.21
57.0	37.0	0.25
57.0	38.0	0.17
57.0	39.0	0.2
57.0	40.0	0.19
57.0	41.0	0.2
57.0	42.0	0.14
57.0	43.0	0.16
57.0	44.0	0.2
57.0	45.0	0.19
57.0	46.0	0.2
57.0	47.0	0.17
57.0	48.0	0.23
57.0	49.0	0.22
57.0	50.0	0.21
57.0	51.0	0.19
57.0	52.0	0.19
57.0	53.0	0.2
57.0	54.0	0.24
57.0	55.0	0.23
57.0	56.0	0.12
57	57	0
57.0	58.0	0.36
57.0	59.0	0.3
57.0	60.0	0.24
57.0	61.0	0.16
57.0	62.0	0.18
57.0	63.0	0.36
57.0	64.0	0.26
57.0	65.0	0.24
57.0	66.0	0.2
57.0	67.0	0.35
57.0	68.0	0.22
57.0	69.0	0.4
57.0	70.0	0.14
57.0	71.0	0.21
57.0	72.0	0.15
57.0	73.0	0.19
57.0	74.0	0.12
57.0	75.0	0.21
57.0	76.0	0.12
57.0	77.0	0.24
57.0	78.0	0.19
57.0	79.0	0.22
57.0	80.0	0.12
57.0	81.0	0.14
57.0	82.0	0.25
57.0	83.0	0.25
57.0	84.0	0.18
57.0	85.0	0.2
57.0	86.0	0.03
57.0	87.0	0.18
57.0	88.0	0.21
57.0	89.0	0.17
57.0	90.0	0.3
57.0	91.0	0.2
57.0	92.0	0.23
57.0	93.0	0.18
57.0	94.0	0.02
57.0	95.0	0.2
58.0	1.0	0.29
58.0	2.0	0.24
58.0	3.0	0.23
58.0	4.0	0.18
58.0	5.0	0.26
58.0	6.0	0.17
58.0	7.0	0.16
58.0	8.0	0.18
58.0	9.0	0.22
58.0	10.0	0.15
58.0	11.0	0.18
58.0	12.0	0.17
58.0	13.0	0.22
58.0	14.0	0.31
58.0	15.0	0.26
58.0	16.0	0.06
58.0	17.0	0.05
58.0	18.0	0.05
58.0	19.0	0.08
58.0	20.0	0.04
58.0	21.0	0.33
58.0	22.0	0.24
58.0	23.0	0.34
58.0	24.0	0.25
58.0	25.0	0.26
58.0	26.0	0.23
58.0	27.0	0.19
58.0	28.0	0.25
58.0	29.0	0.18
58.0	30.0	0.27
58.0	31.0	0.23
58.0	32.0	0.22
58.0	33.0	0.26
58.0	34.0	0.2
58.0	35.0	0.25
58.0	36.0	0.23
58.0	37.0	0.27
58.0	38.0	0.2
58.0	39.0	0.25
58.0	40.0	0.2
58.0	41.0	0.26
58.0	42.0	0.16
58.0	43.0	0.18
58.0	44.0	0.22
58.0	45.0	0.22
58.0	46.0	0.22
58.0	47.0	0.18
58.0	48.0	0.29
58.0	49.0	0.26
58.0	50.0	0.25
58.0	51.0	0.24
58.0	52.0	0.24
58.0	53.0	0.21
58.0	54.0	0.26
58.0	55.0	0.27
58.0	56.0	0.11
58.0	57.0	0.36
58	58	0
58.0	59.0	0.34
58.0	60.0	0.33
58.0	61.0	0.17
58.0	62.0	0.21
58.0	63.0	0.41
58.0	64.0	0.27
58.0	65.0	0.32
58.0	66.0	0.22
58.0	67.0	0.41
58.0	68.0	0.24
58.0	69.0	0.49
58.0	70.0	0.18
58.0	71.0	0.23
58.0	72.0	0.18
58.0	73.0	0.23
58.0	74.0	0.12
58.0	75.0	0.24
58.0	76.0	0.13
58.0	77.0	0.27
58.0	78.0	0.21
58.0	79.0	0.26
58.0	80.0	0.13
58.0	81.0	0.16
58.0	82.0	0.28
58.0	83.0	0.3
58.0	84.0	0.21
58.0	85.0	0.2
58.0	86.0	0.04
58.0	87.0	0.21
58.0	88.0	0.22
58.0	89.0	0.21
58.0	90.0	0.36
58.0	91.0	0.23
58.0	92.0	0.25
58.0	93.0	0.19
58.0	94.0	0.02
58.0	95.0	0.22
59.0	1.0	0.22
59.0	2.0	0.17
59.0	3.0	0.18
59.0	4.0	0.13
59.0	5.0	0.2
59.0	6.0	0.15
59.0	7.0	0.13
59.0	8.0	0.15
59.0	9.0	0.19
59.0	10.0	0.12
59.0	11.0	0.14
59.0	12.0	0.14
59.0	13.0	0.18
59.0	14.0	0.28
59.0	15.0	0.2
59.0	16.0	0.03
59.0	17.0	0.03
59.0	18.0	0.04
59.0	19.0	0.05
59.0	20.0	0.02
59.0	21.0	0.26
59.0	22.0	0.17
59.0	23.0	0.22
59.0	24.0	0.19
59.0	25.0	0.22
59.0	26.0	0.17
59.0	27.0	0.16
59.0	28.0	0.2
59.0	29.0	0.14
59.0	30.0	0.22
59.0	31.0	0.18
59.0	32.0	0.18
59.0	33.0	0.19
59.0	34.0	0.16
59.0	35.0	0.19
59.0	36.0	0.19
59.0	37.0	0.23
59.0	38.0	0.16
59.0	39.0	0.2
59.0	40.0	0.16
59.0	41.0	0.19
59.0	42.0	0.12
59.0	43.0	0.14
59.0	44.0	0.18
59.0	45.0	0.18
59.0	46.0	0.17
59.0	47.0	0.15
59.0	48.0	0.21
59.0	49.0	0.22
59.0	50.0	0.2
59.0	51.0	0.17
59.0	52.0	0.16
59.0	53.0	0.17
59.0	54.0	0.22
59.0	55.0	0.22
59.0	56.0	0.09
59.0	57.0	0.3
59.0	58.0	0.34
59	59	0
59.0	60.0	0.22
59.0	61.0	0.13
59.0	62.0	0.16
59.0	63.0	0.35
59.0	64.0	0.25
59.0	65.0	0.23
59.0	66.0	0.18
59.0	67.0	0.34
59.0	68.0	0.2
59.0	69.0	0.35
59.0	70.0	0.13
59.0	71.0	0.2
59.0	72.0	0.14
59.0	73.0	0.2
59.0	74.0	0.1
59.0	75.0	0.19
59.0	76.0	0.11
59.0	77.0	0.21
59.0	78.0	0.18
59.0	79.0	0.19
59.0	80.0	0.09
59.0	81.0	0.12
59.0	82.0	0.22
59.0	83.0	0.22
59.0	84.0	0.16
59.0	85.0	0.17
59.0	86.0	0.03
59.0	87.0	0.17
59.0	88.0	0.18
59.0	89.0	0.16
59.0	90.0	0.28
59.0	91.0	0.19
59.0	92.0	0.2
59.0	93.0	0.17
59.0	94.0	0.02
59.0	95.0	0.35
60.0	1.0	0.21
60.0	2.0	0.17
60.0	3.0	0.15
60.0	4.0	0.13
60.0	5.0	0.19
60.0	6.0	0.14
60.0	7.0	0.12
60.0	8.0	0.13
60.0	9.0	0.18
60.0	10.0	0.1
60.0	11.0	0.11
60.0	12.0	0.14
60.0	13.0	0.16
60.0	14.0	0.21
60.0	15.0	0.17
60.0	16.0	0.03
60.0	17.0	0.03
60.0	18.0	0.03
60.0	19.0	0.05
60.0	20.0	0.02
60.0	21.0	0.23
60.0	22.0	0.15
60.0	23.0	0.19
60.0	24.0	0.17
60.0	25.0	0.19
60.0	26.0	0.14
60.0	27.0	0.14
60.0	28.0	0.17
60.0	29.0	0.14
60.0	30.0	0.2
60.0	31.0	0.17
60.0	32.0	0.17
60.0	33.0	0.17
60.0	34.0	0.13
60.0	35.0	0.18
60.0	36.0	0.17
60.0	37.0	0.2
60.0	38.0	0.13
60.0	39.0	0.16
60.0	40.0	0.15
60.0	41.0	0.15
60.0	42.0	0.12
60.0	43.0	0.13
60.0	44.0	0.15
60.0	45.0	0.15
60.0	46.0	0.15
60.0	47.0	0.13
60.0	48.0	0.18
60.0	49.0	0.18
60.0	50.0	0.16
60.0	51.0	0.15
60.0	52.0	0.15
60.0	53.0	0.14
60.0	54.0	0.17
60.0	55.0	0.18
60.0	56.0	0.07
60.0	57.0	0.24
60.0	58.0	0.33
60.0	59.0	0.22
60	60	0
60.0	61.0	0.16
60.0	62.0	0.16
60.0	63.0	0.28
60.0	64.0	0.29
60.0	65.0	0.19
60.0	66.0	0.14
60.0	67.0	0.26
60.0	68.0	0.17
60.0	69.0	0.3
60.0	70.0	0.11
60.0	71.0	0.15
60.0	72.0	0.12
60.0	73.0	0.14
60.0	74.0	0.1
60.0	75.0	0.17
60.0	76.0	0.1
60.0	77.0	0.17
60.0	78.0	0.14
60.0	79.0	0.19
60.0	80.0	0.09
60.0	81.0	0.11
60.0	82.0	0.2
60.0	83.0	0.2
60.0	84.0	0.15
60.0	85.0	0.15
60.0	86.0	0.02
60.0	87.0	0.14
60.0	88.0	0.16
60.0	89.0	0.13
60.0	90.0	0.22
60.0	91.0	0.15
60.0	92.0	0.16
60.0	93.0	0.14
60.0	94.0	0.02
60.0	95.0	0.16
61.0	1.0	0.11
61.0	2.0	0.09
61.0	3.0	0.09
61.0	4.0	0.08
61.0	5.0	0.11
61.0	6.0	0.08
61.0	7.0	0.07
61.0	8.0	0.07
61.0	9.0	0.1
61.0	10.0	0.06
61.0	11.0	0.07
61.0	12.0	0.07
61.0	13.0	0.1
61.0	14.0	0.14
61.0	15.0	0.19
61.0	16.0	0.03
61.0	17.0	0.02
61.0	18.0	0.03
61.0	19.0	0.04
61.0	20.0	0.02
61.0	21.0	0.29
61.0	22.0	0.09
61.0	23.0	0.11
61.0	24.0	0.1
61.0	25.0	0.11
61.0	26.0	0.09
61.0	27.0	0.08
61.0	28.0	0.11
61.0	29.0	0.08
61.0	30.0	0.11
61.0	31.0	0.1
61.0	32.0	0.09
61.0	33.0	0.1
61.0	34.0	0.08
61.0	35.0	0.09
61.0	36.0	0.11
61.0	37.0	0.13
61.0	38.0	0.07
61.0	39.0	0.09
61.0	40.0	0.08
61.0	41.0	0.09
61.0	42.0	0.07
61.0	43.0	0.08
61.0	44.0	0.09
61.0	45.0	0.1
61.0	46.0	0.09
61.0	47.0	0.08
61.0	48.0	0.11
61.0	49.0	0.1
61.0	50.0	0.1
61.0	51.0	0.09
61.0	52.0	0.08
61.0	53.0	0.09
61.0	54.0	0.1
61.0	55.0	0.12
61.0	56.0	0.05
61.0	57.0	0.16
61.0	58.0	0.17
61.0	59.0	0.13
61.0	60.0	0.16
61	61	0
61.0	62.0	0.08
61.0	63.0	0.18
61.0	64.0	0.16
61.0	65.0	0.14
61.0	66.0	0.09
61.0	67.0	0.17
61.0	68.0	0.13
61.0	69.0	0.19
61.0	70.0	0.07
61.0	71.0	0.1
61.0	72.0	0.06
61.0	73.0	0.09
61.0	74.0	0.05
61.0	75.0	0.11
61.0	76.0	0.06
61.0	77.0	0.11
61.0	78.0	0.1
61.0	79.0	0.12
61.0	80.0	0.07
61.0	81.0	0.06
61.0	82.0	0.12
61.0	83.0	0.13
61.0	84.0	0.09
61.0	85.0	0.09
61.0	86.0	0.02
61.0	87.0	0.09
61.0	88.0	0.1
61.0	89.0	0.09
61.0	90.0	0.14
61.0	91.0	0.11
61.0	92.0	0.11
61.0	93.0	0.08
61.0	94.0	0.01
61.0	95.0	0.1
62.0	1.0	0.18
62.0	2.0	0.14
62.0	3.0	0.13
62.0	4.0	0.12
62.0	5.0	0.16
62.0	6.0	0.11
62.0	7.0	0.11
62.0	8.0	0.11
62.0	9.0	0.13
62.0	10.0	0.08
62.0	11.0	0.11
62.0	12.0	0.12
62.0	13.0	0.12
62.0	14.0	0.19
62.0	15.0	0.15
62.0	16.0	0.03
62.0	17.0	0.02
62.0	18.0	0.02
62.0	19.0	0.04
62.0	20.0	0.02
62.0	21.0	0.17
62.0	22.0	0.13
62.0	23.0	0.18
62.0	24.0	0.13
62.0	25.0	0.14
62.0	26.0	0.14
62.0	27.0	0.11
62.0	28.0	0.13
62.0	29.0	0.1
62.0	30.0	0.15
62.0	31.0	0.12
62.0	32.0	0.12
62.0	33.0	0.13
62.0	34.0	0.1
62.0	35.0	0.21
62.0	36.0	0.13
62.0	37.0	0.15
62.0	38.0	0.11
62.0	39.0	0.12
62.0	40.0	0.11
62.0	41.0	0.12
62.0	42.0	0.09
62.0	43.0	0.1
62.0	44.0	0.12
62.0	45.0	0.12
62.0	46.0	0.12
62.0	47.0	0.1
62.0	48.0	0.14
62.0	49.0	0.14
62.0	50.0	0.14
62.0	51.0	0.11
62.0	52.0	0.11
62.0	53.0	0.12
62.0	54.0	0.13
62.0	55.0	0.11
62.0	56.0	0.07
62.0	57.0	0.18
62.0	58.0	0.21
62.0	59.0	0.16
62.0	60.0	0.16
62.0	61.0	0.08
62	62	0
